,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
terkejut,31.4921,-3.81,0,89.14,32.3,-1.64417,443.207,637,-0.532488,363.939,-1.09826,461.648,414,0.15518,307.051,897.426,907,137.403,-0.0696815,41.6907,890.872,902,137.898,-0.0806947,39.778,957.404,974,143.063,-0.116003,46.2694,86.3191,77,140.95,0.0661166,40.5493,940.319,958,140.374,-0.125956,46.4589,729.617,696,161.989,0.207526,8.21848,978.745,1000,145.716,-0.145868,47.0038,759.191,731,153.58,0.183562,12.5206,952.064,978,142.273,-0.182299,46.2572,753.128,727,161.209,0.162073,9.73264,3
jijik,20.9901,-14.62,13.13,-88.81,32.56,-1.40858,453.04,421,0.0949165,337.556,-0.125472,639.064,649,-0.0458993,216.474,919.327,930,136.719,-0.0780688,44.8753,888.204,892,140.419,-0.0270327,34.5196,975.694,1000,142.44,-0.170641,48.5659,413.429,313,360.682,0.278441,-1.73954,979.612,1000,142.712,-0.14286,49.0035,836.408,867,146.483,-0.208842,22.0982,979.612,1000,142.712,-0.14286,49.0035,885.224,904,137.458,-0.136591,37.2791,977.041,1000,142.508,-0.161108,48.7537,879.469,891,136.159,-0.0846848,37.763,4
jijik,17.9627,-14.15,10.39,-90,28.07,-1.49251,425.644,462,-0.103113,352.587,-0.492162,597.744,660,-0.226803,274.494,911.843,924,132.582,-0.0916935,47.0626,910.529,920,133.81,-0.0707766,44.9792,973.824,1000,139.427,-0.187743,50.2574,339.431,308,263.28,0.119384,-0.784586,977.196,1000,139.872,-0.163035,50.3174,775.882,769,147.048,0.0468034,14.8966,980.412,1000,139.885,-0.140031,51.0039,887.863,892,134.03,-0.0308682,40.0904,976.784,1000,139.831,-0.166027,50.2894,884.196,910,134.257,-0.192198,39.0923,4
jijik,28.3437,-13.3,4.97,89.17,34.26,-1.54814,405.948,338,0.199726,340.208,-0.833574,541.612,585,-0.148854,291.481,864.396,867,136.974,-0.0190121,35.0914,863.833,861,137.365,0.0206263,34.542,966.146,991,142.607,-0.174284,47.5187,266.688,200,215.669,0.309212,7.46808,978.313,1000,144.19,-0.150409,47.8211,905.563,943,150.695,-0.248433,28.4497,979.188,1000,144.193,-0.144338,48.0009,901.875,947,148.434,-0.304007,29.6857,964.542,978,142.613,-0.0943699,47.1758,896.896,938,151.133,-0.271973,26.7647,4
jijik,17.4787,-12.26,8.9,88.7,28.12,-1.66114,459.168,493,-0.0883514,382.922,-0.553607,505.064,558,-0.197826,267.589,847.712,841.5,130.204,0.0477062,36.4062,886.577,892,133.025,-0.0407675,40.207,963.558,984,136.696,-0.149546,51.0455,346.192,91,308.571,0.827013,-0.89933,976.846,1000,138.516,-0.167156,51.1495,764.635,772,143.054,-0.0514868,15.3808,980.788,1000,138.536,-0.138675,52.0005,849.923,865,131.626,-0.114543,35.0861,968.365,979,137.456,-0.0773674,50.9231,857.385,881,133.042,-0.177504,34.7782,4
jijik,23.8277,-7.92,7.13,-89.09,33.24,-1.60717,430.495,442,-0.0318553,361.163,-0.782658,573.94,636,-0.233823,265.415,910.923,916,132.936,-0.0381908,45.2608,832.365,814,140.727,0.130504,24.0795,978.481,1000,138.321,-0.155574,51.8232,281.942,72,295.469,0.710539,-0.290304,980.788,1000,138.536,-0.138675,52.0005,849.5,911,157.658,-0.390085,15.7108,980.788,1000,138.536,-0.138675,52.0005,907.904,938,143.509,-0.209716,32.0746,979.981,1000,138.479,-0.144565,51.909,904.135,938,143.456,-0.236067,31.5471,4
jijik,28.9466,-11.81,3.48,89.18,33.58,-1.58953,382.259,218,0.449896,365.103,-1.11995,511.068,545,-0.110908,305.947,889.854,901,134.766,-0.0827048,42.5795,939.25,957,140.02,-0.126767,45.5449,971.146,991,143.291,-0.138558,47.5965,279.063,154,330.249,0.378692,0.364362,977.438,1000,144.184,-0.156484,47.6473,844.646,910.5,165.737,-0.397342,13.3605,979.188,1000,144.193,-0.144338,48.0009,866.875,936,158.269,-0.436757,18.6479,972.354,1000,143.684,-0.192408,47.2948,862.833,937,163.482,-0.45367,15.7239,4
jijik,20.7742,-10.83,10.39,-88.92,32.22,-1.42137,459.614,441,0.0540704,344.253,0.106542,603.548,651,-0.22291,212.875,934.269,950,133.518,-0.117818,49.4748,812.077,801,142.354,0.0778126,20.6107,979.25,1000,138.39,-0.149939,51.8874,125.442,63,224.646,0.277959,11.0276,980.788,1000,138.536,-0.138675,52.0005,736.038,697,148.427,0.263014,11.5299,980.788,1000,138.536,-0.138675,52.0005,892.135,903,129.861,-0.0836695,45.7597,980.385,1000,138.507,-0.14162,51.9557,901.558,914,131.004,-0.0949767,46.0995,4
jijik,28.6001,-12.8,5.19,89.17,35.44,-1.49027,396.784,315.5,0.241972,335.924,-0.731871,565.452,634,-0.230999,296.745,837.043,843,137.052,-0.0434616,32.1657,899.022,913,140.856,-0.0992377,38.7845,962.978,991,145.676,-0.192357,45.0778,111.043,44,206.965,0.323936,10.712,975.543,1000,147.254,-0.166084,45.5042,877.326,905,138.411,-0.19994,37.6318,978.283,1000,147.292,-0.147444,46.003,870.891,910,150.274,-0.260249,25.5654,969.739,1000,147.036,-0.205806,44.638,879.391,905,143.497,-0.178462,32.5148,4
jijik,17.9084,-11.31,3.98,88.75,24.96,-1.53918,363.698,206.5,0.441193,356.303,-0.983879,505.948,528,-0.0748504,294.614,893.383,905,137.015,-0.0847862,41.3928,897.404,901,138.661,-0.0259319,40.0938,964.34,991,144.074,-0.185041,46.3054,171.936,40,298.728,0.44166,2.63398,974.277,1000,145.639,-0.176625,46.1981,908.064,929,142.095,-0.147339,37.964,978.745,1000,145.716,-0.145868,47.0038,900.277,946,153.777,-0.297335,25.9278,964.809,978,144.508,-0.0912856,45.8092,912.128,962,150.14,-0.332173,30.4656,4
jijik,28.4269,-11.31,4.97,-89.1,32.99,-1.48973,345.69,172,0.480866,361.202,-1.09394,531.372,551,-0.0653042,300.562,866.083,866,136.627,0.000609935,35.769,915.708,924,139.242,-0.0595488,41.8419,961.375,991,142.679,-0.207633,46.4239,166.292,39,251.692,0.505743,4.6799,936.583,959,138.762,-0.161547,46.7604,876.604,942,167.713,-0.389927,15.2219,979.188,1000,144.193,-0.144338,48.0009,885.75,950.5,155.848,-0.41547,22.0931,953.375,979,141.549,-0.181033,46.343,879.458,955.5,162.54,-0.467835,17.7146,4
marah,22.9005,-14.42,6.23,-89.05,33.45,-1.38481,484.112,522,-0.116336,325.677,-0.817056,559.772,625,-0.227742,286.412,956.271,975,141.206,-0.132637,47.4363,902.104,916,135.073,-0.102876,44.6999,963.75,991,142.248,-0.191567,47.5268,669.313,733,270.952,-0.235051,1.43514,959.938,1000,142.899,-0.280354,45.8262,864.771,876,133.797,-0.0839266,38.8496,979.188,1000,144.193,-0.144338,48.0009,895.667,905,134.703,-0.0692884,43.8653,968.188,1000,143.139,-0.22225,47.1947,865.333,873,131.583,-0.0582649,41.8549,5
marah,22.7484,-8.9,7.13,-89.01,31.53,-1.29127,472.614,559,-0.271634,318.025,-1.08368,569.864,634,-0.220061,291.447,918.115,931.5,131.266,-0.101966,49.382,901.577,907,129.908,-0.0417454,47.7767,972.942,1000,138.527,-0.195325,50.2694,552.904,750,335.145,-0.588093,-1.6017,976.058,1000,138.498,-0.172872,51.0029,904.865,941,140.277,-0.257595,34.905,980.788,1000,138.536,-0.138675,52.0005,911.135,964,142.82,-0.370155,33.2577,975.25,1000,138.658,-0.178496,50.574,919.5,963,139.571,-0.311669,38.2257,5
marah,30.9469,-13.3,6.74,88.06,32.74,-1.3583,492.181,527.5,-0.107472,328.634,-0.587842,590.244,609,-0.0674662,278.006,956.188,975,141.13,-0.133299,47.5275,916.667,933,136.284,-0.119848,46.0709,966.583,991,142.694,-0.171112,47.4878,800.292,857,183.797,-0.308538,11.6089,964.313,1000,143.425,-0.248824,45.9985,884.667,896,133.604,-0.0848279,43.0913,979.188,1000,144.193,-0.144338,48.0009,932.729,955,139.578,-0.159558,44.8093,970.938,1000,143.446,-0.202603,47.3348,920,937,137.058,-0.124035,45.6722,5
marah,21.367,-13.3,7.25,88.03,32.74,-1.48204,462.698,554,-0.270858,337.084,-0.759164,573.2,627,-0.194555,276.528,951.396,967,140.407,-0.111135,47.5491,927.333,935,138.633,-0.0553017,45.0021,973.042,991,143.458,-0.125181,47.7564,818.771,846,160.586,-0.169561,13.6595,973.938,1000,144.102,-0.180862,47.0376,891.979,896,136.228,-0.0295156,41.0742,979.188,1000,144.193,-0.144338,48.0009,946.125,969,140.553,-0.16275,46.228,976.438,1000,143.974,-0.163658,47.7354,950.688,976,140.77,-0.179814,46.8786,5
marah,22.3631,-13.79,7.25,87.95,32.01,-1.21641,417.75,452,-0.108253,316.389,-0.716692,541.488,590,-0.180596,268.621,902.021,905,136.919,-0.0217586,42.1642,870.979,874.5,135.157,-0.0260499,38.3901,970.563,991,143.016,-0.142903,47.8649,583.354,600,245.963,-0.0676762,0.403338,979.188,1000,144.193,-0.144338,48.0009,863.354,868,134.251,-0.0346056,38.0244,979.188,1000,144.193,-0.144338,48.0009,913.563,953,146.09,-0.269953,33.6772,958.563,978,141.22,-0.13764,47.9032,899.646,929,142.758,-0.205622,34.8183,5
marah,23.8807,-12.8,6.23,87.95,31.26,-1.52109,454.147,491.5,-0.109162,342.183,-0.589703,614.716,695,-0.283937,282.753,909.915,923,137.754,-0.0949892,43.7564,898,910,137.393,-0.0873405,41.8339,968.106,991,144.218,-0.158743,46.8823,721.787,866,295.684,-0.487727,1.03853,977.851,1000,145.713,-0.152004,46.8255,884.809,893,135.895,-0.0602781,41.1415,978.745,1000,145.716,-0.145868,47.0038,927.149,968,148.643,-0.274827,34.1854,957.234,978,142.583,-0.145641,46.9021,926.255,963,147.898,-0.248447,34.7929,5
marah,27.0349,-11.31,7.59,-89.17,35.54,-0.785444,594.168,674,-0.267166,298.81,-0.817992,563.208,583,-0.085352,231.887,914.462,926,131.338,-0.0878533,48.4416,840.5,806,137.583,0.250758,27.6756,975.865,1000,138.528,-0.174221,50.9122,225.135,112,277.6,0.407546,2.60262,978.423,1000,138.536,-0.155749,51.4696,814.077,825,129.396,-0.084416,31.4996,980.788,1000,138.536,-0.138675,52.0005,888.288,930,147.883,-0.282058,25.7229,977.212,1000,138.555,-0.164473,51.1703,859.269,887,136.766,-0.202761,31.1958,5
marah,21.5171,-9.87,7.13,-88.98,30.82,-1.44244,520.703,620,-0.286766,346.265,-0.981521,511.444,579,-0.24913,271.167,911.18,922,137.356,-0.0787731,41.3153,927.56,935,136.814,-0.0543804,45.3449,969.46,1000,141.052,-0.216515,48.0727,272.22,67,271.485,0.755915,-0.656687,975.1,1000,141.211,-0.176332,49.0415,770.78,774,142.94,-0.0225269,16.9794,980.02,1000,141.279,-0.141422,50.0011,808.82,830,152.16,-0.139196,15.686,973.42,1000,141.397,-0.187981,48.4095,798.66,804,143.36,-0.0372489,19.4708,5
marah,25.6252,-13.21,10.39,-89.1,35.86,-0.295821,610.703,686,-0.26448,284.699,-0.901458,486.2,521,-0.146132,238.141,896.212,900.5,130.107,-0.032961,46.273,820.731,797,134.623,0.176275,27.4917,975.404,1000,138.575,-0.177493,50.7368,213.673,84,273.583,0.473981,1.33431,976.846,1000,138.516,-0.167156,51.1495,867.173,855,131.201,0.0927816,38.7889,980.788,1000,138.536,-0.138675,52.0005,934.019,989,149.975,-0.366599,30.0903,976.038,1000,138.56,-0.172932,50.9012,915.846,945,139.253,-0.209359,37.9816,5
marah,21.5013,-7.43,5.24,88.98,28.97,-1.58713,466.693,538,-0.198956,358.405,-0.976466,538.732,583,-0.171691,257.835,928.294,941,133.885,-0.0949017,48.7116,948.725,968,136.396,-0.141313,49.3789,964.255,984,138.453,-0.142612,49.6477,183.314,67,193.955,0.599695,5.18884,975.608,1000,140.064,-0.17415,49.6794,826.765,833,126.556,-0.0492689,37.7978,980.412,1000,139.885,-0.140031,51.0039,832.863,841,128.223,-0.063462,36.8743,972.706,1000,139.873,-0.195135,49.339,833.431,833,125.39,0.00344024,40.7154,5
takut,28.9456,-6.94,2.86,-89.23,33.91,-1.66649,506.16,640,-0.354879,377.142,-1.34389,529.032,561.5,-0.107615,301.705,939.451,963,135.592,-0.173676,48.5613,931.471,946,133.758,-0.108625,49.6232,978.059,1000,139.782,-0.156967,50.6445,661.922,692,191.465,-0.157096,3.72609,978.804,1000,139.888,-0.151522,50.6448,921.706,955,137.499,-0.242142,42.1708,980.412,1000,139.885,-0.140031,51.0039,917.333,942,134.564,-0.183309,45.3174,978.804,1000,139.888,-0.151522,50.6448,887.176,903,131.066,-0.120729,43.9725,6
takut,29.7954,-4.97,2.39,-90,34.35,-1.66506,544.56,747,-0.510195,396.789,-1.29871,599.248,654,-0.193832,282.472,937.6,955,136.156,-0.127795,48.462,899.86,919,132.367,-0.144597,45.875,977.62,1000,141.118,-0.158591,49.7231,630.64,667,231.975,-0.156741,0.891952,979.2,1000,141.278,-0.147227,49.8245,884.4,903,133.955,-0.138853,40.4808,980.02,1000,141.279,-0.141422,50.0011,904.88,929.5,137.809,-0.178654,39.5527,977.94,1000,141.179,-0.156256,49.7008,912.08,940,137.514,-0.203034,41.2863,6
takut,29.819,-6.45,4.29,-89.25,35.54,-1.60574,505.504,624,-0.318199,372.396,-1.35022,554.164,616,-0.19857,311.407,956.451,977,136.731,-0.150288,50.581,952.706,972,136.487,-0.141363,50.124,979.941,1000,139.832,-0.143449,50.9821,467.529,538,204.943,-0.343854,0.544457,980.412,1000,139.885,-0.140031,51.0039,875.588,900,130.689,-0.186793,42.075,980.412,1000,139.885,-0.140031,51.0039,902.039,922,132.34,-0.150829,45.2857,980.412,1000,139.885,-0.140031,51.0039,900.608,920,133.496,-0.145264,43.3409,6
takut,30.2818,-4.47,4.47,88.49,36,-1.58573,520.352,696,-0.470254,373.517,-1.14196,615.492,662,-0.15947,291.642,942.824,950,135.954,-0.0527861,48.7534,898.667,914,130.672,-0.117342,47.051,964.431,983,137.813,-0.134738,50.6753,573.196,556,189.867,0.0905692,1.67874,978.804,1000,139.888,-0.151522,50.6448,898.49,924,140.508,-0.181554,34.4436,980.412,1000,139.885,-0.140031,51.0039,901.373,924,137.419,-0.16466,38.4177,962.745,979,137.678,-0.118065,50.5094,894.196,915,136.584,-0.152316,38.1043,6
takut,29.0051,-8.66,1.56,-90,31.72,-1.5795,442.612,548,-0.301909,349.072,-0.895211,471.872,463.5,0.0282892,295.943,913.837,924,135.006,-0.0752799,46.1586,928.49,942,136.182,-0.0992067,47.6028,954.714,974,139.48,-0.138268,48.4094,683.694,500,264.006,0.695796,-1.05664,950.469,958,139.772,-0.0538778,47.0786,937.265,957,138.144,-0.142856,46.6192,979.612,1000,142.712,-0.14286,49.0035,950.714,976,140.818,-0.179563,45.6522,963.449,978,140.821,-0.10333,48.3175,951.898,986,140.411,-0.242873,46.4657,6
takut,30.046,-8.13,2.6,89.13,32.6,-1.50712,432.491,581,-0.446996,332.237,-0.903267,438.796,423,0.0533041,296.337,912.857,923,134.84,-0.0752217,46.1922,927.082,941,136.305,-0.102112,47.1174,942.612,957,137.947,-0.104299,48.0577,531.082,667,234.663,-0.579206,-0.376935,941.898,958,137.97,-0.116707,47.8696,948.102,971,140.043,-0.163507,46.1943,979.612,1000,142.712,-0.14286,49.0035,948.653,976,139.88,-0.195503,46.54,953.571,978,139.635,-0.174946,47.936,948.367,972,139.946,-0.16887,46.3867,6
takut,37.2558,-5.98,1.56,-90,33.21,-1.49035,439.457,595.5,-0.459945,339.265,-0.789927,448.436,458,-0.0330938,288.997,895.723,909,136.022,-0.0976059,43.1846,909.128,926,137.448,-0.122754,44.0104,938.809,957,140.798,-0.129202,45.5487,510.66,500,255.106,0.0417849,-0.807864,930.489,958,140.259,-0.196142,44.5719,924.574,958,141.317,-0.236528,41.9926,978.745,1000,145.716,-0.145868,47.0038,934.468,964,144.425,-0.204479,40.0393,940.83,956,141.426,-0.107266,45.1031,930.723,960,142.007,-0.206164,42.3137,6
takut,29.4329,-8.13,3.64,-90,32.84,-1.49859,456.112,598.5,-0.403186,353.157,-0.539385,441.652,465,-0.0868723,268.762,897.957,908,136.168,-0.073751,43.4502,901.83,911,136.151,-0.0673532,44.2803,948.128,966,141.51,-0.126297,46.5008,525.298,334,237.957,0.803918,-0.366832,942.106,958,140.864,-0.112829,46.1452,948.255,971,142.941,-0.15912,44.5684,978.745,1000,145.716,-0.145868,47.0038,932.043,953,142.328,-0.147247,42.1591,957.681,978,142.908,-0.142184,46.5417,956.128,986,144.666,-0.206491,43.8634,6
takut,28.9275,-2.49,1.99,88.57,35.68,-1.64057,540.456,738,-0.49913,395.777,-1.31982,578.068,630,-0.173942,298.56,918.712,922,133.368,-0.024657,46.2809,952,973,135.344,-0.15516,50.583,962.173,984,137.06,-0.159251,50.1644,390.538,385,270.108,0.0205046,-1.09465,971.327,1000,138.295,-0.207332,50.2715,887.712,901,134.432,-0.098849,38.6247,980.788,1000,138.536,-0.138675,52.0005,875.231,899,137.97,-0.172279,32.4623,966.885,1000,137.625,-0.240621,50.3298,879.288,897,135.819,-0.130405,35.4522,6
takut,27.5877,-7.77,1.04,88.26,31.26,-1.61711,451.216,532.5,-0.224154,362.628,-0.664353,479.832,478,0.00678013,270.201,908.574,916,139.031,-0.0534093,41.7939,950.021,970,142.88,-0.139829,45.0078,955.894,974,142.853,-0.126748,46.2472,149.085,91,143.637,0.404389,27.5143,951.936,958,143.127,-0.0423669,45.065,845.149,857,129.029,-0.0918483,42.2285,978.745,1000,145.716,-0.145868,47.0038,871.83,902,133.746,-0.225578,41.3375,964.702,978,144.005,-0.0923432,46.475,854.043,864,129.912,-0.0766476,42.8842,6
